"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Open Access","Citations count","Abstract","TL;DR"
"Os impactos da Inteligência Artificial nas estratégias de marketing","https://scispace.com/papers/os-impactos-da-inteligencia-artificial-nas-estrategias-de-sh0hfbhx","2022","Journal Article","Revista Fatec Zona Sul","Alberto de Medeiros Jr
Beatriz Prieto de Amorim
Paula Ikeda Tabata
Victoria Rodrigues da Cunha Felicissimo","10.26853/refas_issn-2359-182x_v09n01_02","","Yes","","Com a evolução da transformação digital, o desenvolvimento constante de ferramentas digitais é cada vez mais notório. O uso da tecnologia está presente no dia a dia das pessoas e a Inteligência Artificial já foi introduzida nesta rotina, seja no uso da Alexa ou da Siri, pertencentes respectivamente à Amazon e à Apple, seja nos atendimentos on-line via chatbot, indo adiante em uma lista que pode ser estendida para outras diversas funcionalidades. Esta transformação gera mudança de comportamento de consumidores e empresas. Nesta perspectiva, a presente pesquisa tem como objetivo geral identificar quais são os impactos causados pela Inteligência Artificial nas estratégias de marketing digital das companhias. Durante a realização da pesquisa, foram discutidos aspectos desde a definição do marketing e sua evolução até a maneira em que os algoritmos aprendem os padrões de consumo dos clientes para preverem o que é que desejam no momento. Para tanto, foi realizada uma pesquisa de caráter exploratório, por meio de entrevistas com profissionais que trabalham com as tecnologias de Inteligência Artificial aplicadas em suas operações e por eles foram trazidos os pontos de vistas dessas teorias na realidade e com o ponto de vista das organizações. De um modo geral, pode-se concluir que a Inteligência Artificial quando utilizada e estruturada integralmente com os dados e processos empresariais, a empresa fica apta a transmitir e entregar o que o cliente quer e quando quer de forma personalizada, alterando essa relação entre empresa-cliente e ocasionando um nível de eficiência e eficácia nas estratégias de marketing. Todavia, este avanço gera desafios de adaptação à cultura de dados e tecnologia nas empresas.","In this article , a pesquisa of caráter exploratório, by meio de entrevistas with profissionais that trabalham with as tecnologias de Inteligência Artificial aplicadas in suas operações, is presented."
"The Convergence of Artificial Intelligence and Digital Marketing","https://scispace.com/papers/the-convergence-of-artificial-intelligence-and-digital-4lghwtzqf5v1","2024","Journal Article","Proceeding of The International Seminar on Business, Economics, Social Science, and Technology","Muhammad Rif’an","10.33830/isbest.v4i1.3266","","No","","Indonesia has witnessed significant growth in internet penetration, with over 212 million users connected online. This digital boom has been driven by e-commerce, which accounted for 52% of the country's gross merchandise value in 2024, reaching a staggering 1,155 trillion rupiah. To sustain this momentum, e commerce players are adopting digital marketing strategies. The integration of artificial intelligence and big data is being explored to enhance consumer services. This study examines the strategies for integrating artificial intelligence in digital marketing. Using a qualitative descriptive approach based on literature review, our research identifies three key strategies that manufacturers can employ to improve marketing services and provide a seamless shopping experience: (1) leveraging AI-based social media analysis tools; (2) optimizing Search Engine Optimization; and (3) utilizing AI-powered chatbots.","Indonesia's e-commerce boom drives digital marketing adoption, with AI integration explored to enhance consumer services. Three key strategies emerge: AI-based social media analysis, SEO optimization, and AI-powered chatbots for seamless shopping experiences."
"Impact of artificial intelligence on marketing","https://scispace.com/papers/impact-of-artificial-intelligence-on-marketing-3imsih0n","2023","Journal Article","East Asian Journal of Multidisciplinary Research","Mahabub Basha Shaik","10.55927/eajmr.v2i3.3112","","Yes","","The evolution of artificial intelligence (AI) has drastically changed the dynamics of today’s business world. One of the most significant applications of AI is in the field of marketing, which assists in enhancing performance. The current research aims at finding out the impact of AI in marketing. A thorough literature research was highlighted, providing a strong knowledge of AI and its use in marketing. Second, the researcher employed a qualitative study strategy that included semi-structured interviews with marketing professionals from several Indian companies. The researcher chose a sample size of fifteen marketing experts to interview. The study's findings emphasise the elements that influence AI integration in marketing, the benefits and obstacles of AI integration in marketing, as well as your company's pre and post AI marketing strategy, ethical considerations, and use of AI in the marketing industry. The study proposes integrating AI into marketing tasks in order to improve corporate performance and, as a result, achieve profitability and competitive advantage. This study also contributes to strategic marketing research by identifying research gaps that bridge strategic AI marketing practise and research in a systematic and rigorous manner.","In this paper , a qualitative study was conducted to find out the impact of artificial intelligence in marketing, and the study's findings emphasise the elements that influence AI integration in marketing and the benefits and obstacles of AI integration."
"Artificial Intelligence in Digital Marketing: Transforming Strategies and Shaping the Future","https://scispace.com/papers/artificial-intelligence-in-digital-marketing-transforming-ob17hw5bc8jj","2025","Journal Article","International journal of latest technology in engineering management & applied science","Satheesh Seenivasan
Kumariah Balasubramaniam
P. Prabu
Balakanes Loganathan","10.51583/ijltemas.2025.1408000092","","No","","Abstract: Artificial Intelligence (AI) is radically transforming the digital marketing landscape by enabling brands to analyze data at scale, personalize experiences, and optimize campaigns with unmatched efficiency. This paper explores the multifaceted impact of AI on digital marketing, covering its applications, benefits, challenges, ethical considerations, and future trajectory. With detailed insights into leading AI tools used in 2025, their explanations, advantages, and a comparative analysis, this comprehensive overview serves marketers, researchers, and industry professionals seeking to enhance customer engagement, drive ROI, and maintain a competitive edge in the digital era.","This paper explores AI's transformative impact on digital marketing, covering applications, benefits, challenges, and future trajectory, with a focus on leading AI tools, their advantages, and comparative analysis to enhance customer engagement and drive ROI."
"Impact of Artificial Intelligence on SEO and Online Visibility","https://scispace.com/papers/impact-of-artificial-intelligence-on-seo-and-online-j93izi56uhew","2025","Journal Article","","Yassine Elkhatibi
Faouzi Boussedra","10.4018/979-8-3693-9561-5.ch008","","No","","This chapter examines the growing impact of Artificial Intelligence (AI) on Search Engine Optimization (SEO) in the experience-driven economy. AI, defined as a set of systems that simulate human cognitive functions, equips companies with powerful tools to analyze complex data and automate processes. As SEO remains crucial for capturing user attention on search engines, it must continually adapt to increasingly sophisticated algorithms. AI is transforming SEO by enabling in-depth analysis of user behavior and delivering personalized search results. Tools such as Google RankBrain and ChatGPT are driving this evolution while also introducing new challenges. This research analyzes the fundamental principles of AI and its key components—including machine learning, deep learning, and natural language processing—and their distinct roles in SEO enhancement. Additionally, the applications, benefits, and challenges of AI-driven SEO are evaluated, and the future trends that could redefine the relationship between AI and SEO in an increasingly digital world are examined.","This chapter explores AI's impact on SEO, analyzing its applications, benefits, and challenges in enhancing online visibility, and examines the future trends that will redefine the relationship between AI and SEO in the digital economy."
"Carving a brighter path with synergy of digital marketing & ai","https://scispace.com/papers/carving-a-brighter-path-with-synergy-of-digital-marketing-ai-346d1g8reo","","Journal Article","International Journal of Trendy Rresearch in Engineering and Technology","S. Logalakshmi
Dr.Mohana Krishnan.M
Dr. P.G. Latha Maheswari","10.54473/ijtret.2023.7505","","No","","This in-depth analysis explore how digital marketing and AI may work together to alter strategy, customize tactics, and improve customer experiences. Learn how AI-powered analytics and automation can enhance performance while changing customer engagement with chatbots and predictive marketing. Learn about the ethical dilemmas that this changing world raises. How this dynamic alliance is transforming strategies, personalization, and experiences is explored in the book ""The Synergy of Digital Marketing with AI: Revolutionizing Strategies, Personalization, and Experiences"". The subject looks at how marketers' mindsets are changing as a result of AI technologies in order to improve campaigns and get better outcomes. It accomplishes this by utilizing analytics powered by AI. It looks into how individualized customer experiences and marketing efforts could harness the transformative potential of AI. It also underlines how voice-activated devices, chatbots, and predictive marketing may enhance customer experiences. It explores how AI-powered automation and analytics can improve campaign performance and increase ROI. Additionally, it addresses how chatbots, voice-activated gadgets, and predictive marketing are affecting customer experiences as a result of AI. addresses the ethical issues raised by integrating AI into current digital marketing techniques.","The synergy of digital marketing and AI is revolutionizing strategies, personalization, and experiences. AI-powered analytics and automation enhance performance, while chatbots and predictive marketing change customer engagement. The book explores ethical dilemmas and the changing mindset of marketers in this dynamic landscape."
"Impact of Artificial Intelligence on Digital Marketing","https://scispace.com/papers/impact-of-artificial-intelligence-on-digital-marketing-5bvzdslz7w","2023","Journal Article","Indian Scientific Journal Of Research In Engineering And Management","Shirsendu Kar","10.55041/ijsrem25001","","No","","Keywords: Artificial Intelligence (AI), Machine learning (ML), Digital Marketing (DM) Research question: How does AI affect digital marketing and help digital marketers to improve their performance? Purpose: The aim of this study is to determine the Impact of AI in digital marketing by analyzing and determining how digital marketers utilize AI to improve performance. Method: This is a quantitative study by conducted survey questions and analyzed using chart. Conclusion: AI has the potential to revolutionize digital marketing by automating various processes and enabling marketers to better understand and meet customer needs. As digital marketers strive to enhance their strategies and engage with customers effectively, they recognize the value of AI in achieving their goals.","AI has a significant impact on digital marketing, automating processes and improving customer understanding. Marketers leverage AI to enhance their strategies and engage with customers more effectively."
"A study of digital marketing tools that accelerate growth in new digital era","https://scispace.com/papers/a-study-of-digital-marketing-tools-that-accelerate-growth-in-5ng9u3k5xspf","","","","Logalakshmi S
Poornima S","10.55955/320005","","No","","In the contemporary digital era, the marketing landscape has been transformed by digital tools that accelerate business growth. This study explores the impact of various digital marketing technologies on organizational growth, focusing on analytics software, email marketing tools, Search Engine Optimization, content management systems, and social media management platforms. The study integrates qualitative and quantitative research to provide a comprehensive understanding of their effectiveness. A survey involving 110 respondents was circulated to gather primary data, which was forwarded by secondary data from relevant literature. The results are interpreted using statistical techniques such as correlation analyses, ANOVA, chi-square, percentage analysis, and ranking. specifies restrictions on the gathering and processing of data, guaranteeing the accuracy and consistency of the findings. The results highlight how important digital marketing tools are to improving organizational growth and offer practitioners practical advice.","This study examines the impact of digital marketing tools on organizational growth, integrating qualitative and quantitative research to analyze the effectiveness of analytics software, email marketing, SEO, CMS, and social media management platforms on business acceleration."
"Reinventing the Wheel of Marketing: Assessing the Impact of Artificial Intelligence (AI) on Digital Marketing and Consumer Buying Behavior","https://scispace.com/papers/reinventing-the-wheel-of-marketing-assessing-the-impact-of-1gtiihss","2022","Book Chapter","Lecture Notes in Electrical Engineering","Yumin R. Wang
Hailong Wang","10.1007/978-981-16-4258-6_101","","No","","Artificial Intelligence is a rapidly growing technology, industry and research study and its astounding potential is evident along its application. With acknowledgement of its meaningful uses, its implementation for futuristic utilization is leading towards improvement. The current study aims to achieve an understanding of long-term implications in digital marketing and consumer buying behavior as AI ensured progression in digital marketing. Contemporary marketing means like biometrics, voice and conversational user interfaces offer distinct ways in adding value for brands and consumers alike. This study aims to elucidate the current capabilities of Artificial Intelligence with regards to marketing. In order to achieve the aims and objectives of the study, both the qualitative and quantitative research methods are adopted. For the qualitative data, thematic data analysis on themes emanating from transcripts was done. While for quantitative data, statistical data analysis was done on the data. This paper manifests the multidimensional framework pertaining to artificial intelligence.","In this article , a multidimensional framework pertaining to artificial intelligence for digital marketing and consumer buying behavior has been presented, where both qualitative and quantitative research methods are adopted to achieve the aims and objectives of the study, both the qualitative data, thematic data analysis on themes emanating from transcripts was done."
"Unlocking Sales Potential: How AI Revolutionizes Marketing Strategies","https://scispace.com/papers/unlocking-sales-potential-how-ai-revolutionizes-marketing-ants8ya7z5","2023","Journal Article","Online","Kapil Kumar Sharma
Manish Tomar
Anish Tadimarri","10.60087/jklst.vol2.n2.p250","","No","","In the ever-evolving landscape of marketing, the integration of artificial intelligence (AI) has emerged as a transformative force, revolutionizing traditional strategies and unlocking untapped sales potential for businesses. This paper explores the multifaceted impact of AI on marketing strategies, elucidating its role in enhancing customer engagement, optimizing targeting efforts, and enabling data-driven decision-making. Through the analysis of case studies and industry insights, it delineates the various applications of AI, including predictive analytics, personalized recommendations, and chatbots, in reshaping the marketing paradigm. Moreover, it examines the challenges and ethical considerations associated with AI adoption, underscoring the importance of transparency and responsible usage. By embracing AI-powered methodologies, businesses can effectively navigate the complexities of the modern market landscape, driving innovation, and maximizing sales growth.","This paper explores AI's transformative impact on marketing strategies, enhancing customer engagement, targeting efforts, and data-driven decision-making through predictive analytics, personalized recommendations, and chatbots, while addressing challenges and ethical considerations."
"Artificial Intelligence in Digital Marketing Within the Framework of Sustainable Management","https://scispace.com/papers/artificial-intelligence-in-digital-marketing-within-the-3y754rxlgt8s","2024","Journal Article","Sustainability","Bora GÜNDÜZYELİ","10.3390/su162310511","","No","","Artificial Intelligence (AI) is not only revolutionizing digital marketing through personalized customer experiences and optimized advertising strategies, but it is also contributing to sustainability initiatives. As AI reshapes digital marketing, its impact on sustainability is becoming increasingly significant. This dynamic highlights the necessity of exploring how AI can be utilized to foster more sustainable marketing practices. This study seeks to answer the pivotal question: “How does AI impact the sustainability of digital marketing?” A systematic literature review was conducted in this study, following the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) framework to identify various relevant articles in the areas of sustainability and marketing. Furthermore, this study examines the crucial role of AI in enhancing sustainable business practices, highlighting a significant increase in adoption among enterprises. The findings demonstrate that the effective integration of AI into digital marketing enhances environmental sustainability, supports the attainment of economic sustainability objectives, and contributes positively to social sustainability outcomes. This study contributes to the field by providing a comprehensive analysis of the intersection between AI and sustainable marketing practices and offers valuable insights for marketers, businesses, and policymakers.","This study explores the impact of Artificial Intelligence on digital marketing sustainability, revealing AI's potential to enhance environmental, economic, and social sustainability through personalized experiences, optimized advertising, and increased adoption among enterprises."
"The role of artificial intelligence in marketing trasformation","https://scispace.com/papers/the-role-of-artificial-intelligence-in-marketing-5uhweebvum92","2024","Journal Article","Matteh ...","Teodora Stoyanova","10.46687/rbzu7679","","No","","Artificial intelligence (AI) and in particular machine learning, neural networks and natural language processing (NLP) are transforming marketing by providing new opportunities for data analytics, process automation, customer segmentation and predicting consumer behaviour. Despite its great potential, the deployment of AI in marketing faces a number of challenges, including security and privacy threats, unintentional discrimination, and the risk of job displacement. This article highlights the need for human oversight and transparency in the implementation of AI","Artificial intelligence transforms marketing through data analytics, automation, and customer segmentation, but its deployment faces challenges including security threats, unintentional discrimination, and job displacement, necessitating human oversight and transparency."
"Gaining competitive advantage through artificial intelligence adoption","https://scispace.com/papers/gaining-competitive-advantage-through-artificial-fdn438mw","2022","Journal Article","International Journal of Electronic Business","","10.1504/ijeb.2022.126263","","No","","Companies are adopting artificial intelligence (AI) to be innovative, improve their strategies and differentiate themselves from competitors. This research's objective is to examine the extent of the introduction of AI in companies located in Portugal, with focus on marketing activities. It explores the reasons and challenges companies face to introduce it, their perception of AI and whether they feel pressure to adopt this technology. This research uses a qualitative approach, the content analysis of 21 interviews with professionals familiar with the theme. This study concludes that the main challenges faced are the cost of the investment and the loss of 'the human' connection with the customer. In contrast, the principal benefit is the degree of personalisation artificial intelligence can achieve due to its ability to provide strategic information. Concerning the interviewees' perception of this technology, 95% considers it as a competitive advantage.","In this article , the authors examined the extent of the introduction of AI in companies located in Portugal, with focus on marketing activities, and explored the reasons and challenges companies face to introduce it, their perception of AI and whether they feel pressure to adopt this technology."
"Examining the Nexus Between AI and Digital Marketing","https://scispace.com/papers/examining-the-nexus-between-ai-and-digital-marketing-s4lgkl5shx94","2025","Journal Article","","Anil Kumar
Ewelina Idziak
Sakshi Pandey","10.4018/979-8-3693-9561-5.ch002","","No","","The integration of Artificial Intelligence (AI) has transformed the digital marketing landscape, with marketers increasingly adopting AI technologies to enhance customer engagement, deliver personalized experiences, optimize campaign performance, and predict consumer behavior. This study employs bibliometric analysis using the Bibliometrix R tool to explore the evolving relationship between AI and digital marketing. Through a systematic literature review, we identify key research themes, emerging trends, and future research opportunities in this domain. The study maps influential authors, journals, and countries shaping AI applications in digital marketing research. Our comprehensive overview provides valuable insights into current marketing practices and establishes a roadmap for future research in this rapidly evolving field. The findings benefit both academics seeking to advance theoretical frameworks and practitioners aiming to implement AI-driven digital marketing strategies in an increasingly technology-driven marketplace.","This study employs bibliometric analysis to explore the evolving relationship between AI and digital marketing, identifying key themes, trends, and research opportunities, and mapping influential authors, journals, and countries shaping AI applications in digital marketing research."
"La Inteligencia Artificial en las Estrategias de Marketing Digital de las Pequeñas y Medianas Empresas: Percepción de Expertos del Sector","https://scispace.com/papers/la-inteligencia-artificial-en-las-estrategias-de-marketing-6t6mjypgpqyf","2025","Journal Article","Ciencia latina","Roberto Calva
Henry Manuel Tobar Villacis
Ximena Solange Coyago Loayza","10.37811/cl_rcm.v9i4.18948","","No","","Este estudio explora la influencia de la Inteligencia Artificial (IA) en las estrategias de Marketing Digital de las PYMES desde la percepción de expertos del sector. A través de un enfoque cualitativo y exploratorio basado en entrevistas semiestructuradas, se identificaron beneficios, barreras y niveles de adopción de la IA en el contexto local de Machala, Ecuador. Se entrevistó a cinco profesionales con trayectoria en la gestión de campañas para PYMES, lo que permitió indagar en profundidad los factores que impulsan o frenan la incorporación de tecnologías inteligentes. Los resultados revelan una actitud positiva hacia la IA por parte de los expertos, destacando su valor en la automatización y la personalización de campañas, así como en la segmentación avanzada y el análisis predictivo de comportamiento del consumidor. Sin embargo, también se evidencian limitaciones significativas relacionadas con la falta de conocimiento técnico, los recursos económicos restringidos y la resistencia al cambio organizacional. La investigación subraya la necesidad de programas de capacitación específicos y de políticas de apoyo financiero que faciliten la inversión en soluciones basadas en IA. Además, plantea la importancia de crear alianzas entre el sector público, la academia y la empresa privada para acelerar la transformación digital. Este estudio aporta evidencia empírica que puede orientar futuras estrategias de capacitación, inversión y transformación digital para las PYMES.","This qualitative study explores AI's impact on digital marketing strategies of small and medium-sized enterprises (PYMES) in Ecuador, revealing a positive attitude towards AI, but also significant limitations related to technical knowledge, financial resources, and organizational resistance."
"Optimizing MSME Performance through Marketing Capabilities and Digital Marketing Adoption","https://scispace.com/papers/optimizing-msme-performance-through-marketing-capabilities-id9ywxchvnna","2025","Journal Article","","Dewiana Novitasari
Francisca Sestri Goestjahjanti
Untung Rahardja
Sugeng Santoso
Sondang Visiana Sihotang
Nesti Anggraini Santoso
Galih Putra Cesna","10.1109/iccit65724.2025.11167878","","No","","This study investigates the integration of digital marketing technologies and marketing capability frameworks to optimize the performance of Micro, Small, and Medium Enterprises (MSMEs) within technology-driven markets. Leveraging an ICT adoption perspective, the research quantitatively examines the influence of advanced digital marketing platforms including AI-enabled analytics, customer relationship management (CRM) systems, and social media automation tools on MSME productivity across diverse sectors. Data were collected through structured surveys and transactional records from MSME owners and managers, followed by comprehensive statistical analysis incorporating regression and technology adoption modeling techniques. Results demonstrate that MSMEs with robust marketing capabilities combined with effective deployment of digital marketing technologies exhibit significantly improved operational metrics, such as customer engagement, sales growth, and market reach. However, barriers including limited digital infrastructure, cybersecurity concerns, and low digital literacy impede full technology utilization. The findings highlight the necessity for targeted ICT capacity-building programs and scalable digital infrastructure development to facilitate the adoption of sophisticated marketing tools. This research advances the understanding of technologyenabled marketing optimization in small enterprises and provides practical guidelines for practitioners and policymakers focused on digital transformation and sustainable economic growth. Future research should explore longitudinal impacts of emerging technologies and cross-sectoral technology diffusion to deepen insights into the digital evolution of MSMEs.","This study examines the impact of digital marketing adoption on MSME performance, finding that robust marketing capabilities combined with digital technologies improve operational metrics, but are hindered by infrastructure, cybersecurity, and literacy barriers."
"Transformation of Marketing Decisions through Artificial Intelligence and Digital Marketing","https://scispace.com/papers/transformation-of-marketing-decisions-through-artificial-2s5pqlc0","2022","","Journal of marketing strategies","Khan Adibuz Zaman","10.52633/jms.v4i2.210","","No","","Artificial Intelligence (AI) is ornamental to the strategic decisions of consumers and its competitive nature and has rapidly transformed the dynamics of the emerging digital world. The evolution of predictive marketing has increased the understating of consumer decision-making. Moreover, AI has enabled many businesses to predict big consumer data to fulfill customer expectations and provide customized products and services. AI’s role has been increased in operational marketing, such as design and selection of ads, customer targeting and customer analysis. Nevertheless, the role in strategic decision-making by employing machine learning techniques, knowledge representation, and computational intelligence improves efficacy. This article aims to provide a comprehensive understating of the role of AI in digital marketing to understand their target audience better. Secondly, it also accentuates the role of AI and predictive marketing in understanding complex consumer behavior by highlighting several solutions to predict the expectations of consumers. Moreover, the contribution of AI in managing customer relationships with an active role of managers is also one of the study's aims. The current study also discusses the future of AI in marketing and managers' role in utilizing disruptive technology. This paper's managerial implications are pertinent because deploying AI in competitive businesses is key to improving decision-making.","In this paper , the authors provide a comprehensive understating of the role of AI in digital marketing to understand their target audience better and accentuate the importance of AI and predictive marketing in understanding complex consumer behavior."
"Artificial Intelligence Applied to Digital Marketing","https://scispace.com/papers/artificial-intelligence-applied-to-digital-marketing-3z4e17avd0","2023","Book Chapter","Advances in marketing, customer relationship management, and e-services book series","José Eduardo Aleixo
Jo�ão Reis
Sandrina Teixeira
Ana Pinto de Lima","10.4018/978-1-6684-9324-3.ch002","","No","","In a time when the interest in artificial intelligence (AI) is increasingly gaining prominence, being considered by many as the beginning of the 4th Industrial Revolution, this chapter of this book explores, using qualitative research methodology, the impact resulting from AI applied to digital marketing. The analysis of interviews with ten experterts in AI and digital marketing, from different sectors of economic activity, showed that the impact of AI on marketing roles, skills, and capabilities is significant and will continue to develop in the future. This study reinforces that the impact of AI on digital marketing offers capabilities that allow more efficient and effective execution of marketing actions, allowing a global view of the audience, as well as the personalization and customization of the experience in real-time. The study proved that there is a need for investment in training by marketing professionals. The study also reveals that at the center of ethical concerns are concerns about the monopolization of data and its inappropriate, deliberate, or involuntary use.","AI applied to digital marketing significantly impacts marketing roles, skills, and capabilities, offering more efficient and effective marketing actions, global audience insights, and personalization. However, ethical concerns surrounding data monopolization remain."
"The Transformative Impact of Artificial Intelligence and Machine Learning on Marketing Operations","https://scispace.com/papers/the-transformative-impact-of-artificial-intelligence-and-2oxly7xyy0q6","2024","Journal Article","International journal of scientific research in computer science, engineering and information technology","Sowmya Kotha","10.32628/cseit24106166","","No","","This comprehensive article explores the transformative impact of Artificial Intelligence (AI) and Machine Learning (ML) on modern marketing operations. The research delves into key areas where AI and ML are revolutionizing marketing strategies, including hyper-personalization, predictive analytics, and conversational AI. Through an analysis of recent developments and case studies, the article demonstrates how AI-driven personalization significantly enhances customer engagement and relevance, with some implementations showing up to 25% increase in revenue and 15% improvement in customer retention rates. The article also examines the role of predictive analytics in shifting marketing strategies from reactive to proactive approaches, enabling more accurate forecasting of customer behavior, campaign performance, and market trends. Furthermore, the evolution of chatbots and conversational AI is explored, highlighting their capacity to automate lead qualification, scale customer engagement, and gather real-time insights without increasing manual input. The integration of AI in marketing operations is shown to improve campaign management efficiency, enhance personalization capabilities, and facilitate future-focused campaign development. However, the research also addresses the challenges and ethical considerations associated with AI integration in marketing, including data privacy concerns, skill gaps, and the need to balance automation with human creativity. This article provides a comprehensive overview of how AI and ML are reshaping the marketing landscape, offering valuable insights for marketers, researchers, and business leaders navigating this technological revolution.","This article explores AI and ML's transformative impact on marketing operations, highlighting their role in hyper-personalization, predictive analytics, and conversational AI, with benefits including 25% revenue increase and 15% customer retention improvement."
"Artificial Intelligence and Transforming Digital Marketing","https://scispace.com/papers/artificial-intelligence-and-transforming-digital-marketing-xknwtkwqr4","","Book","Studies in Systems, Decision and Control","","10.1007/978-3-031-35828-9","","No","","This book explores how AI is transforming digital marketing and looks at how AI is being used to personalize content and optimize campaigns","This book examines the impact of Artificial Intelligence on digital marketing, focusing on AI-driven personalization and campaign optimization strategies to enhance marketing effectiveness and customer engagement in the digital landscape."
"AI in Marketing","https://scispace.com/papers/ai-in-marketing-4h2bowncv2b0","2024","Journal Article","Advances in logistics, operations, and management science book series","Serap Türkyılmaz","10.4018/979-8-3693-5578-7.ch009","","No","","In recent times, artificial intelligence (AI) has become an essential component in marketing, leading to the generation of large amounts of data and information, as well as advancements in management software and algorithms. The goal of artificial intelligence is to intelligently imitate human behavior. Artificial intelligence is a rapidly expanding technology, industry, and field of study. AI not only enhances existing marketing strategies, but also introduces innovative ways to deliver value to customers. AI also plays an important role in helping marketers manage marketing projects, support them, create content, and perform other tasks. Research shows that a lack of understanding of AI's capabilities and failed implementation efforts can create additional obstacles for organizations, including investment risks, ethical dilemmas, data issues, recruitment challenges, and negative environmental impacts. Despite being designed to reduce the workload of employees, human intervention is necessary in roles such as management, supervision, and innovation.","Artificial intelligence (AI) revolutionizes marketing by generating data, advancing management software, and introducing innovative strategies, but its implementation requires human oversight to mitigate risks, address ethical dilemmas, and ensure effective management of marketing projects and customer value."
"Understanding AI Implementation in Digital Advertising Among Retail SMEs in Malaysia","https://scispace.com/papers/understanding-ai-implementation-in-digital-advertising-among-9fmkql6y895p","2025","Journal Article","International journal of research and innovation in social science","F Mohd Nor
Alisa Ibrahim
Nor Irvoni Mohd Ishar","10.47772/ijriss.2024.8120104","","No","","The emergence of Artificial Intelligence (AI) technology has significantly impacted multiple industries, including retail, where digital advertising plays a crucial role in corporate strategies. Despite the growing attention and financial commitment towards AI, there is a notable deficiency in existing research on the strategic planning and future adoption of AI-powered digital advertising in medium-sized retail Small and Medium-sized Enterprises (SMEs) in Malaysia. This paper proposes a conceptual framework to investigate the methods by which these organizations aim to incorporate AI into their digital advertising campaigns. It examines perceived advantages and identifies potential obstacles related to this integration. The framework is based on a thorough examination of existing literature and empirical research. Anticipated results will clarify the perceived benefits, such as greater client targeting, enhanced personalization, and increased operational efficiency. However, obstacles such as exorbitant expenses, intricate technology, and reluctance to adopt new methods may impede effective AI integration. Understanding these dynamics will provide useful insights for SMEs during the initial planning phase of integrating AI, assisting them in navigating complexities and promoting innovation to maintain competitiveness.","This study proposes a conceptual framework to investigate AI implementation in digital advertising among Malaysian retail SMEs, examining perceived benefits and obstacles, including cost, technology complexity, and adoption reluctance, to inform strategic planning and future adoption."
"Effectiveness of Digital Marketing to Protect Customer's Through Artificial Intelligence","https://scispace.com/papers/effectiveness-of-digital-marketing-to-protect-customer-s-26df34aa","2023","Proceedings Article","","Ajay Singh
Shweta Pandey
Anita Gehlot
Purushottam Das","10.1109/CISES58720.2023.10183618","","No","","The development of technology is inseparable from the development of digital marketing. Businesses gather precise real-time customer insights and an outstanding customer experience based on artificial intelligence technology and interaction with virtual assistants. The selected articles for the review were from English-language research papers and journals on digital marketing and artificial intelligence. This study's findings demonstrate that the digital market and technology are unquestionably essential components in fostering a market environment, and that technology is consistently altering its appearance. We can assert that AI will have a vast future application that will benefit not only the digital marketing industry but also other industries. As a result, we can say that technologies have effectively impacted the digital market by facilitating smoothness, cost-effectiveness, time savings, and other benefits. Businesses can better target their customers and create campaigns that are more effective and have higher conversion rates. Increased sales and customer satisfaction can be achieved through the use of AI's prediction efficiency by marketers, who can quickly and easily identify potential customers and their purchasing habits. The speed with which artificial intelligence is being implemented across industries will undoubtedly bring about a revolution in business practices.","In this article , the authors conducted a review of the digital marketing and artificial intelligence literature and found that the digital market and technology are inseparable components in fostering a market environment, and that technology is consistently altering its appearance."
"Artificial Intelligence Trends and Perceptions","https://scispace.com/papers/artificial-intelligence-trends-and-perceptions-zam88p7c","2023","Journal Article","Advances in environmental engineering and green technologies book series","","10.4018/978-1-6684-6366-6.ch006","","No","","Artificial intelligence (AI) is increasingly reshaping brand and marketing communications. While significant research has been conducted on the impact of AI in other fields, there is little empirical evidence on how artificial intelligence is affecting the customer journey. This research study seeks to answer, “How is artificial intelligence influencing both organizational content strategy and the related customer journey?” To answer this, the authors employed mixed-methods qualitative research via a content analysis of industry publications, a series of in-depth customer interviews, and a case study content analysis of two organizations that are using AI to varying degrees within their content strategy. This study found that many publications agree AI will play a future role as creative assistant in content development, that consumer perceptions about AI and cognitive dissonance impact levels of adoption to some extent, and that companies in different geographical locations may have different levels of AI adoption along innovation stages.","In this paper , the authors employed mixed-methods qualitative research via a content analysis of industry publications, a series of in-depth customer interviews, and a case study content analysis for two organizations that are using AI to varying degrees within their content strategy."
